,our_shape_preds,our_preds_mfes,rnalib_shape_preds,rnalib_preds_mfes,seq_length,num_irs,num_variables,num_constraints,num_solver_iters,num_b_n_b_nodes,solution_time_msecs
969,.......(((((..............................(((((.....(((((..........((((...((.....))...))))).....)))))...((((.(((.)))))))).)))))))),-16.44999986886978,.....(.((((((.((((.(((....(((((...((((....(((((.....((((((.((((......)).)).).)))))....)))))....))))..)))))))).)))).)).)))).)......,-30.899999618530273,130,391,391,8249,97,1,377
970,...........((((((......((((((....)))))).((((...))))((((..))))))......((((............)))).......................))))..............,-26.699999570846558,((((.(((((((.((((((((..((((((....))))))..).))))((((((((...))))))))...((((............)))).))))))))..........)).))))...............,-38.0,130,373,373,7563,146,1,383
971,.........((((.((((((.....((((.......))))(((((((...))..(((....(((()))......)))).))))..((((............))))))))).......)))))).......,-17.249999821186066,......(((((((....)))))))(((((.(((...(((.(.(((((...(((((.((...((((((........))..))))..)).)))))........))))).)...)))...)))..)))))...,-30.399999618530273,130,391,391,8277,59,1,361
972,.(((..........))).................((((.......(((((((....))))((((((((.............((.)))).))))))))).....................)))).......,-23.130000211298466,.((((..........((......)).(((((((....))))).))........(((.(((((..((((................))))..))))).))).....((((........))))..))))....,-28.799999237060547,130,370,370,7556,116,1,360
973,....((((...(((((.))))((((.(((..)))).......)))(((((((.............))))))))))))..(((....)))............((((........)))).............,-26.980000019073486,(((((.(((((.(..((((.(((((((.(((..........(((((((((((((.(..((...))..))))))))))))))...........))).).))).)))))))..)))))).)).)))......,-37.099998474121094,130,388,388,8260,133,1,411
974,.....((((...(((....((((..)))).)))...(((((((.........)))).)))))))((((((((.)))))..((((((((((.........))))(((....))).)))......)))))).,-33.72999972105026,.((((((((.(((((....))))).))((((.....(((((((.........)))).)))))))(((((....))))).(((((..(((......))).)))))..)))).))((((......))))...,-46.400001525878906,130,412,412,9741,377,1,822
975,...................................(((((...)))))...((((......(((((...)))).............))))).((((..................))))............,-9.200000047683716,.((((.((((((.......(((.....((((((.......).)))))....))).)))))).))))..((.((((((.((....))......((((..................)))))).)))).))..,-23.5,130,418,418,9680,30,1,391
976,..((((..........((((.......(((.((((()))))))....))))...))))).....((((.........((((((.....(((....))))))(((((...))))...)))..)))))....,-20.78000006824732,.((((((((((((.....(((((....)).))).(((((((.....(((((.............)))))...)))))))((((...)))).........))))).))).))))((.((...)).))....,-30.899999618530273,130,373,373,7359,59,1,343
977,.(((((.....(((((((.((.....((((((.)))))...((((())).)))))...................................))))).......(((((..........)))))))))))).,-24.850000232458115,....(((((((.....(.(((..((((.((.((((((..((.(((.((((.((((..(((...........)))..))).....)..)))))))))..)))))).))))))))).)))))).))......,-34.79999923706055,130,391,391,8099,88,1,387
978,.(((..........)))..((((....((((((..........))))............................(((((...)))))).)))))(((((..........(((())))).))))......,-12.1499999538064,..(((.((((....((((.(((.....)))........((((((((...))))))))............))))...)))).)))....(((((.((((((..((((...)).))..)))).)).))))).,-27.700000762939453,130,370,370,7929,34,1,320
979,............((((((...))))))....(((.(((((.......((((((.............(((((.(((()))))...))))..))).............)))))).....)))))........,-21.37000000476837,....(((((...((((((...))))))....)))))...(.((((..(((((........(((((((....((.(((((.......))))).))......)))))))))))).....)))).).......,-29.100000381469727,130,370,370,7297,139,1,383
980,............(((((((((())))........(((((................(((((...((((.)))))..((((.))))...))))))...(((....))))))))))))(((......)))...,-19.889999896287918,.............(((((.(.(((..(..(((..(((((...(((.(.(((((...))))).))))..)))))))).)..)))).)))))...((.(((.............))).))............,-27.100000381469727,130,389,389,7953,71,1,381
981,.............((((.......((((.......))))...........((((((.)))...))).....(((((.....(((.)))))..))).......((((())))....)))))..........,-23.9199997484684,............((((((((.((((.((.......)))))).))))....((((((.......))).))).((((((.(...).))))))))))..((((..(((((((....))))))).)))).....,-37.29999923706055,130,393,393,8368,96,1,405
982,.................(((.....))).........((((..((((.(((.....)))......................((((.((((((..............))))...)))))).)))).)))).,-18.509999871253967,.................(((((((((.(.............(((....)))...............).)))))))))..((((((.((((((....((((......))))...)))))).)))).))...,-30.899999618530273,130,334,334,6101,60,1,259
983,..........((((.....))))..((((((((((((((.......))))..((((.)))))..)))))....((((....................(((..))))........))).........)))),-19.089999735355377,((((((((....((((.......))))((.(((((.(.((.(((((.....))))).)).)...)))))..))((((.........................))))))))))))((.........))...,-31.399999618530273,130,373,373,7284,97,1,355
984,............(((....))).(((((........)))))....(((....)))((((...........))))...........((((..((.....))))..)).......((....)).........,-17.099999845027924,....(((...(((((....))))))))...((.(((..(((((...(((((.(((((.....(((......((((((......))).)))))).....))).)).)))))....)))))....))).)).,-33.400001525878906,130,345,345,6369,87,1,325
985,....(((..(((((())).(((((((()))))).))))..((((((............(((((..((((...))))..(((.))))))))))....)))..................)))))........,-30.820000290870667,.((((.(..((((((..((....))..))))))(((((((((((((((((....)))....(((.((((...)))).))).)))))))...)))).)))..(((.((((....))))..)))).))))..,-35.29999923706055,130,384,384,7995,103,1,384
986,...............(((............(((((((((((()))))).((((((((...........((((((....))))))))))).........))))))))))))(((....)))..........,-24.730000473558903,((((((........))))))...((((...))))(((((((....(((....(((((...........((((((....)))))))))))...)))....)))))))....(((....)))..........,-37.29999923706055,130,377,377,7607,33,1,316
987,.........(((......((((...........((((((...))).......((((((((.(((...........))))).......))).............))))....)))))))))..........,-12.479999899864197,((((((((.((((((..(((((...(((.........)))...))...)))..))))))((....)).))))))))..((((((((..(((.(((((((.........))))))).)))))))))))...,-30.899999618530273,130,381,381,7717,66,1,335
988,...(((......(((((...)))..((((.(((()))))))))...........((((...(((..)))))))...))))...((.....))..((((.....((((.......)))).)))).......,-20.719999969005585,........((((..(((((((((..((.(.((((.....))))).))..)))).((((........))))((((....(((((((....((.....)).....)).)))))...)))))).)))..)))),-30.899999618530273,130,403,403,8571,87,1,380
989,.........(((.(((...))).((........))(((((....((((.)))))...))))..........)))................((((........(((.)))).)))................,-13.38000023365021,((((((((.....(((...))).......)))))).))...(((((((((.(.((((((..((..((((..((...((((.....))))..))..))))..))..))).))).).)))))))))......,-30.5,130,386,386,8109,57,1,344
990,.........(((((((((....))))......((((.......((((....(((((......)))).......)))))))))...((((....)))))...((((...)))).)))).............,-16.55999982357025,........((((...(((((....(((......)))..............((((((..((((((((((....))))........))))))...))))))((((((...))))))..)))))...))))..,-31.799999237060547,130,381,381,7736,100,1,366
991,.(((........)))...((((.......)))).(((....)))..(((((..........(((((.....))))).......)))))........................(((...))).........,-16.93999993801117,.............(((((..((.(((((.((.......((((((..(((((...((((...(((((.....)))))))))...))))).....))..))))......))...)))))..))..)))))..,-26.600000381469727,130,368,368,7529,40,1,323
992,.....((((....((((......((((.(((((((((((.......))))........((((............)))))...........))))(((...))))..)))....))))))....))))...,-17.22000002861023,.......((((.(((.(((..(((((((....(((((.(....).)))))....)))).))).))).)))..))))............(((((((..(((((.....)))))..))))))).........,-29.600000381469727,130,386,386,7769,72,1,355
993,..(((.((((...))))...........(((((.)))..........((((.......))))..(((....)))))))).................(((((((((((..........)))))..)))))),-18.049999833106995,....(..((((((((..(((.((((.(((((.((.((.((........)).)).))..)))))..))))...)))...)).))))))..)......(((((((((((..........)))))..)))))),-27.899999618530273,130,382,382,7935,58,1,355
994,.....(((((((..............)))))))................((((((....((((.............((((((....(((.......))))))).....))))))))))))..........,-25.779999315738678,..((.(((((((.(((.(....))))))))))))).....((((((((...)))))))).................(((((((((((((.(((.((........)).)))....)))))))).)))))..,-39.400001525878906,130,371,371,7587,102,1,392
995,..(((..(((((.........))).(((((....)))))...............(((...(((((...)))))..............)))))..............(((...........)))...))).,-9.729999840259552,.(((.....(((.......)))(.((((((....)))))).).....(((....)))((((((((....((.((.....))))....)))))..)))......((((..((((...))))..))))))).,-25.0,130,383,383,7958,37,1,314
996,......(((((.((((...)))).....((((((....((((........(((((.(((....)))...))))............)))))..))))))....(((((.........))))))))))....,-25.56000006198883,..............((((((((....)))).))))......(((((((.((((((.(((....))).((((.......((((.((.((((....)))).)).)))).)))).....))))))))))))).,-36.599998474121094,130,389,389,8041,94,1,367
997,......((((((..((((..((((((......(((((...(((((...))))).))))))....(((((.....)))))..........)))))........)))))).........)))).........,-33.450000524520874,.((((.(((..(((.((((...((((.....))))....)))).)))..)))))))((((...((((.(.((((((..........)))))).).........((((((.....)))).)))))).)))),-42.79999923706055,130,411,411,9604,196,1,569
998,(((........)))..(((((((.........))))..(((.)))...........((((..((((((.......((((..)))).)))).((((.)))))).)))....)))).....(((....))).,-18.720000118017197,.((((((((((......)).)))......((((((((((((........................)))).))))))))))))).(((((.((((((.....))))))((((........)))).))))).,-28.100000381469727,130,378,378,7708,66,1,345
999,....((((.......(((((........)))))...........((..))))))...........((((...............................((((((...))))))......)))).....,-13.900000005960464,.......(((.(((((((((.((((((((((......).))))))))).)))..((((((....))).)))...........(((.((((.(.....).)))).)))...)))))).)))..........,-29.299999237060547,130,398,398,8350,38,1,365
1000,.(((.......(((((.))).((((())))).......((......))...(((((((((((((((.(((.)))....)))...............))))).....)))))))..)))))...............,-24.4299997985363,......((.(((((((((.((...(((((((.......((......))......))))))).((...)).((.((((((.............)))))))))).)))))))))...))..................,-34.5,135,418,418,9107,102,1,462
1001,...(((.(((())).....((((..................................................((((......((())))..)))....((((((..)))).))))))..........))))...,-13.099999874830246,.......(((..((((((.((((..((....))..)))).............(((....(((((........))))).....)))..))))))..))).((((((.......)))))).................,-21.299999237060547,135,413,413,8896,15,1,347
1002,..........((((((.....((((((....)).......((....))..............(((...((((..(((((.)))....((((()))).))))))...))))).....))))...))))).......,-13.350000143051147,..........(((((((((((((((.((.(.(((((((((((...)))).....)))))))).)).))))))..((((.(((...))).)).)))))))))))(((((((....)))))))..............,-37.099998474121094,135,420,420,8883,57,1,379
1003,............((((.........))))..((((((((.)))(((....)))...........((((((......(((((((....))))))).)))))(((.......))))))...........))).....,-21.020000517368317,.............(((((.((.((((....((....))..))))((((((..(((......))).))))))...(((((((((....))))))))))).)))))(((.(((((.(((......)))))))).))),-34.400001525878906,135,407,407,8676,96,1,390
1004,.........(((((......))))).......((((((........(((((....)))))).......((((..))))).......(((....))).))))...................(((....))).....,-16.800000190734863,....(((.((((((((....((((........((((((.(((((...)))))...)))))).......((((.((.((.((........)).)).)))))).............)))).))))))))...)))..,-30.200000762939453,135,410,410,8681,113,1,431
1005,(((..........))).........(((..(((((((((.......)))))....(((........)))...)))).....................)))..............((((.....))))........,-19.510000377893448,((((((((........))))))))..(((((((((...........)))))....(((........)))..........................((..((((.((((....))))))))..)).....))))..,-33.0,135,419,419,8819,129,1,419
1006,((((........)))).............((((.........))))...............((((((....((((..(((((..........))))..............)))))..........))))))....,-17.08999991416931,((((........)))).((....(((...((((((....)).))))..))).....))...((((((.......((((((((.......(((((((.......))))))))))))))).......))))))....,-32.5,135,416,416,9188,57,1,391
1007,......(((((((((((((((......))))))).))))((((.....))))............(((((...)))))......(((((................)))))...((((...)))).)))).......,-30.050000309944153,.........(((((((((((((....)))))))).((..((((.....)))).)).........(((((...))))).......((((((......))).))).((((((.....))).))).))))).......,-42.099998474121094,135,429,429,9660,110,1,455
1008,...(((.(((....)))...........((((((((.))).....)))......(((((((.....(((((........(((...))))).))).....))))))).......))))).................,-20.339999824762344,...(((((.(((..(((((((....((((((....))))))......((((.(((((........)))))...))))..))))))).....))).)))))..........(((.((((......)))).)))...,-33.20000076293945,135,420,420,8983,67,1,439
1009,...((((......((((((.))))......)).........(((())))..........(((.))))(((((..((((..(((......)))))))))).....)))))..........................,-20.210000216960907,....((((((..((....)).)))))).((((((...........(((((((.....((((.(((((.(((((.((((..(((......)))))))..))))).)))))))))...))).)))))))))).....,-41.599998474121094,135,395,395,8405,98,1,408
1010,.....(((...........))).........((((................(((((.))))...(((((...........)))))..............)))))............(((..........)))...,-9.400000013411045,..((.(((.............................((((((......((..((((.(((.(((((.((.....)).)))))..))).))))..))..)))))).....((((........))))))).))...,-24.299999237060547,135,371,371,7227,15,1,295
1011,............................(((......)))..((((.(((....))).(((((())))..((((........))))))...............((((..))))............))))......,-22.540000319480896,.....(((((...(((..((((....(((.((.....(((..(((((((((.......))))).)))).....))).....((((((.(((...))).))).))))).)))....))))..))).....))))).,-34.599998474121094,135,420,420,9390,197,1,529
1012,.....((((..(((.......))))...........))).........((((((.....((((((....))))))(((............(((((......)))..)))))))))))....((((....))))..,-24.13999992609024,...(((.(((((((((((......((((....)))).(((....))).(((((((((.((....)))))))))))(((.....)))....(((((...)))))))).))))))))..))).((((....))))..,-36.79999923706055,135,410,410,8968,89,1,446
1013,..((((..........))))....(((((...))))).........................((.....))........(((((.......((((....)))).....)))))......................,-18.29999989271164,((((((..........)))).)).(((((...))))).((((.(((.((((....)))).))).))))((((((.((..(((((...((..((((....))))..)).))))).............)))))))).,-36.5,135,396,396,8504,41,1,383
1014,...((((((.((((((........(((...(((((()))..(((((((((.......(((((...))))))(((...)))))).)))))))))))...))))..))))).(((...))).)))............,-26.369999945163727,(.(((((.((........)).))))).)(.(((((((.((((((..(...((((.....))))..)..))))))..))))))).)((((((..((.....)).))))))((((.......))))...........,-36.400001525878906,135,418,418,9102,130,1,508
1015,.(((((......(((...........(((..))))))...)))))..................(((((......(((...)))..))))).((((((((....))))).)))...((((.....)))).......,-19.77000014483929,.......(((.((((((....(((((....(((((.((..(((.......((((((......))))))......)))....)).))))).....).))))...))))))))).(.((((.....)))).).....,-32.70000076293945,135,398,398,8276,74,1,387
1016,...........(((((((.....))).((((.......((((((.....))))....))))((((.......(((((...........((((.((()))))))))).)))....)))))............)))),-25.069999992847443,.......(((((.(((((..(((((.........)))))(((........((((((..(((((((((..(((((((...))))))).)))).))).))))))))..))).....))))).)))))..........,-37.29999923706055,135,424,424,9393,175,1,537
1017,((((......((........))...........(((((.............((((((.((((((.)))))).....(((..))))...)))......)))))(((((....))))).......))))))......,-31.050000429153442,........((((((.((......(((((((((((((((....(((((.(((((((((.((...)))))))).)))..)))))(((.......)))..))))).)).))).))))).....)).))).))).....,-41.900001525878906,135,395,395,8259,94,1,385
1018,((((.....((((((((.))))).....))).......((((....((((())))))))).........((((.((((.......(((((.....)))).....))))....))))...........)))))...,-26.94000017642975,(((......(((((....)))))....))).......((((((..((((((....)))))).........(((((....))))).((((....(((((...........)))))....)))).....))))))..,-28.5,135,400,400,8332,83,1,368
1019,................(((((.........((((((.((((.....))))...........))))))..........(((((((((...)))))))))......)))))..............((....))....,-20.510000616312027,..........(((.(((.(((.(((((......)))))(((.....)))...............(((((...((((..((((((((......))))))))......))))...)))))..)))...))).)))..,-33.20000076293945,135,411,411,8699,56,1,379
1020,.(((((..............((((((................(((((...........)))))...((((.......................))))))..)))))...((((((..)))).......)))))).,-22.339999437332153,....(((.((((..((((((.(((((........)))......(((((.((..((......)))).)))))..........)).))))))..))))...))).......((((((.((........)))))))).,-31.600000381469727,135,439,439,9971,143,1,526
1021,........((((......)))).............((((............(((()))).......(((((((((.....))))).((......)).))))..))))............................,-13.539999842643738,((((...(((((......))))).)))).......(((((((((.....))))).))))......((((((((((.((((.((((.((((...........))))..))))..)))))).)))..))))).....,-29.0,135,418,418,9025,22,1,352
1022,......................((((((..((((..))))))......((((.))))((((.((((()))).........))))............(((((......))))))))))..................,-21.770000100135803,.....((((((.(((((..((.((((((........)))))).....))....))))).)))))).((.(((((....)))))))..........(((((.....((((((((((....))))))))))))))).,-40.599998474121094,135,424,424,9388,69,1,438
1023,..(((....)))((((...(((((.......(((((.....((((((((....)))......))))).(((...)))))......)))..))))..((....))..........)))))....((.....))...,-21.649999976158142,....((((((..((((..((((((........((.((((..((((((((....)))))))).......))))))))))))..........))))...)))))).((((((...))))))....((.....))...,-37.79999923706055,135,412,412,8974,110,1,443
1024,...((((((.))).))).......(((.....)))(((((....(((.)))))......(((.....))).......(((......)))(((((.(((()))))....))))......)))..(((.....))).,-15.479999721050262,((((((....))))))(((((...(((.....)))...)))))...(((.(.((((.(((((.....))))).....(((......)))(((((.....)))))............)))).).))).........,-27.5,135,449,449,10461,21,1,415
1025,((((((((((....))............................(((((((((.)))).)))))))).....)))))...............((((((....(((((())))))...))))))............,-28.629999935626984,((((((((......(((.((.((((.(((...((.....)).))).).))))).)))..))))))))..((((.((((.........((((.....)))).(((((((.((...)).)))))))))))))))...,-35.400001525878906,135,412,412,8997,91,1,416
1026,....................((((.....))))....((((..........))))(((((...(((((......(((....)))((((.......))))....((((.....))))).......)))).))))).,-22.949999690055847,................(((.((...............)).)))..........((((((....((((..((((((.......(.((((.......)))).).....))))))..))))......)))))).....,-27.200000762939453,135,413,413,8984,130,1,423
1027,..........((((...........(((((...(((((..................))))((((................))))))))))...))))((((.(((((((......)))).))))....)))....,-11.629999920725822,...............((((..(((.(((((...(((((.(((((((......)))))))..((((.(((....)))))))))))))))))))).))))(((.(((.(((.(((.......))))))..)))))).,-31.399999618530273,135,397,397,8563,38,1,366
1028,......((((((.........((((((((((((.................))).))))................................................................)))))).))))).,-14.520000219345093,...(((((((((.(((......((((.((((......)))).))))(((((....)).)))....(((.(((((((((((((........)))))..))))..)))).))).......))).)))))))))....,-37.599998474121094,135,380,380,7502,72,1,339
1029,......((((((..............((())))))..)))...(((......)))((((((((((((.)))....))))............(((((....((()))))......)))))..........)))...,-26.02000031620264,((((((((((((....((......))...))))))...........(((.....))).)))))).(((((..(.....)....)))))...(((((.......)))))...(((((((......)))))))....,-37.29999923706055,135,432,432,9748,133,1,515
1030,(((((((()))..((((((...))))))).................(((..((((..)))))))((((.......)))).))))...........................(((.(((..)))......)))...,-26.79000025987625,.(.(((((((........))..))))).)(((((......)))))......((.(((...(((((........((((((((((..((((.............))))..)))..)).)))))))))).))).))..,-31.100000381469727,135,433,433,9533,101,1,452
1031,.((((.....((........))...((((......((..))))..)).....(((....((((..)))(((((((.....((((((.....((((()))).))))))).......))))....))))))))))).,-27.89999958872795,...((((.((.(((.....(((((.(((....))).))...((((....((((((..((......))..))))))))))..((((..((.........))..))))))).....))).)).))))..........,-33.599998474121094,135,420,420,9449,197,1,488
1032,.....................(((.........)))....((((.............(((((((((((......(((((.............)))))........)))))........)))).))))))......,-16.99999976158142,.((.(((.(........).))).))(((...((((((.(.((((.((((.(((((((...((((.(((((.......(((...)))..))))).))))......)))))))))))...)))).))))).)).))),-30.899999618530273,135,413,413,8741,94,1,448
1033,.(((.....)))..........(((((..............((((((((......)))..................(((.......))))).......(((.....)))...........))).)))))......,-16.62999987602234,.((((...))))..........(((((.((.........((((...(((......)))..))))((((....))))(((....((((..(........)..)))).)))..((((...)))))))))))......,-26.299999237060547,135,405,405,8420,55,1,391
1034,.....((..((())...)))..........((((((...((((.))))))..............(((((.........)))))....((((((.........)))))))))).......................,-17.780000045895576,..........((((((((((((....))))))).)))))((((.(((.((..(((..((((((((((((.........))))...)))))))).))))))))))))........((((((........)))))).,-33.099998474121094,135,431,431,9572,22,1,374
1035,((((((.)).))))..((((((...(((((((.((((.........))))....................)))))).((....)).........(((.....)))........)))))))...............,-17.729999840259552,..((((....)))).((((......(((((((.((((((((((....(((....))).....))))))..)))(((.((((((........).)))))..)))........).))))))).....))))......,-24.899999618530273,135,428,428,9605,61,1,422
1036,.....((((((....((((....................)))))).((((....)))).((((((..........................))))))..(((..))))......................)))..,-23.080000177025795,.....(((((((((..((.............))..))).)))))).((((....))))(((((((((((..((((.......)))))))).))))))).(((((.((..((........))..)).))..)))..,-35.900001525878906,135,378,378,7613,98,1,354
1037,.......((((((((..(((......((((((.(((((.....)))......((((........)))))...........(((((())))))))))))).....)))................))))))))....,-19.810000129044056,.......((((((((.....((((((......))))))..(((.(..((((.(((......(((((............(((((.....)))))))))).....))).))))..).))).....))))))))....,-32.599998474121094,135,444,444,10267,57,1,480
1038,(((.........(((((....)))................((((.(((((...)))))....))))...............(((.))))).(((((..)))..)))))...((((((()))...)))).......,-29.720000088214874,(..((..((((.(((((.((((........((...((((.((((((((((...)))).))..)))).)))).)).....))).).))))).))))....))..)......((((((......)))))).......,-38.599998474121094,135,450,450,10301,122,1,481
1039,...............((((((((((.((((((..((((()))))....)))))..................((((........))))(((.....))))).............(((.))))))....))))))..,-22.979999780654907,..................((((((((((.((.(((((((((.....)))))))))............(((...))).(((..(((..((((((........)))))))))...)))..))..)))))))...))),-36.70000076293945,135,411,411,8804,94,1,410
1040,((((....(((((...................)))))......((((....))))((())))..((()))...))).......((((..((((.....))))......((((.....))))...))))............,-17.37000013142824,((((..(((((((....((.......))....)))))......((((....)))).))))))(((((((.((((((..((...((....))((((...........))))..))..))))))..)))).)))........,-27.100000381469727,140,460,460,10513,99,1,530
1041,((((.(((.((((((............((((.........)))........))))..))))............................................(((((............))))))...)))))....,-11.689999759197235,.((((.(.(((((....(((...((......((((((...(((.((........)))))))))))......))..)))...))))).)..)))).........(((((((((....(((...)))..)))..))))))..,-20.299999237060547,140,470,470,10751,37,1,465
1042,....((((..(((...............)))).....)))....((((..(((........)))....((((((........))))))))))......(((.......................)))..(((....))).,-16.489999771118164,.....(((..(((((...(((((...((((.....(((((.(((...((.((((..(((((...)))))..)))).))..))).)))))....)))).))))).)))))...))).(((((...)))))(((....))).,-32.20000076293945,140,447,447,9852,79,1,427
1043,........((((....))))((((((...........(((((..((((..........))))))))).............)))))).......((((.((((........)))).)))).....................,-26.269999980926514,..............(((((.((((((.....(((((.(((((..((..........))..)))))...)))...))....))))))..(((..((((.((((........)))).))))..)))..))))).........,-32.900001525878906,140,459,459,10325,93,1,494
1044,................(((((.........)))))..(((((((.........................))))))).....((((...((((..........))))...(((....))))))).................,-24.50000011920929,.............................((((((..(((((((.(((.(((........)))...))))))))))...((((((.(.((((.....((((....))))(((....))))))).)))))))...)))))),-35.5,140,466,466,10889,96,1,551
1045,.........(((((.........((((.))))).................((((((................(((((..(((((((..))))).)))).)))))))..((((((((...))))))..)))))))).....,-36.93999934196472,...(((((.(((..((.((.((((....)))).)).))....)))..)))))........((.(((((.(.((((((((.......)))))))).)...))))).)).((((((((..((...))..)))))))).....,-42.29999923706055,140,441,441,9728,110,1,468
1046,..((((...((((((........................((((......)))).))))))..((((((((((((((..(((((((((....))))))..)))).......)))))))))))))......)))).......,-24.329999804496765,..(((.((((((....((((((..(((.........)))..))).)))..)))))).))).(((....((((((((..(((((((((.((.......)))))).......))))))))))))).......))).......,-33.099998474121094,140,439,439,9964,67,1,428
1047,((((((.....(((((...............((((..........))))...((((((((........((()))....)))((((.)))))..((((((..))).)))((())))..)))))).)))))...))).....,-29.66999963670969,..(((((.(.((...(((((..(((((..(((((....(((.((((..(((((((.(((........))).)))..))))..)))))))....)))))...((((....)))))))))....))))).)).).)))))..,-44.70000076293945,140,485,485,12024,215,1,645
1048,.((.(((())((((((.((((.....))))))))))..............))))...........(((((....(((((...(((.)))))...))).......)))))...........((((...)))).........,-20.039999842643738,...(((((((...((((......))))..))))))).((((.(((((((((.....((.....))(((((((............))))))).)))))))))))))..........(((..((((...))))....)))..,-32.20000076293945,140,433,433,9621,52,1,453
1049,.................................(((.((((....................)))(((.....))))..))).......(((((.....(((......))).........................))))),-8.209999918937683,....(((.((((.((.....)))))).)))((((...(((((.....(((..(((......))))))....)))))....))))....((((((...(((((....(((((...)))))....)))).).....)))))),-27.5,140,460,460,10178,41,1,437
1050,............((((..........(((((((.(((.))))))).))).........(((.....)))((((((...........((((.((((.))))..........))))...)))))).....(())))..))..,-23.850000083446503,.............((..(((......(((((((.....))))))).(((((((.((...)).)))))))(((((..(((((.(((.((((((..(((......))))))))).))).)))))..))))))))..))....,-41.900001525878906,140,433,433,9408,101,1,436
1051,(((((((........((((.....))))..(((........(((((...)))))))...............)))))...)))..(((........)))(((((((((....)))))...........)))).........,-26.07999984920025,(((..(((..(((..((((.....))))..(((....))).(((((.(((......((((...))))))).)))))...)))....)))..)))....(((((((....)))))))........................,-30.600000381469727,140,436,436,9530,80,1,465
1052,......(((((((((....((((.((((........)))))))))((((((((........)))).)))).......)))).........((((.)))).........................(((...))))..))).,-15.069999814033508,........(((((((((((((.(((((........(((...(((....))).....))).......))))).)))))))..)))..))).((((..(((.(((...(((.......)))....))).)))))))......,-28.899999618530273,140,410,410,8745,106,1,452
1053,..(((((........(((....(((....)))..)))..((((......((.))))...))...........((()))))....)))..........((((...((((....((...)))).)).((...))))))....,-19.02000007033348,.((.(((.((..((((((((..(((....)))..)))))))).)).))).))..((((((((((..((((...((((((.......))))))...)))).....((((.........)))).))))))))))........,-33.79999923706055,140,440,440,9490,94,1,455
1054,....(((((.................(((((..........))))).............(((((.......))))).........((((.......)))))....))))...(((....................)))..,-12.660000145435333,.((.(((((.(..(((((((....((((.((..((((....))))..)).))))....))..)))))..).))))).)).((((.((((.(((.........)))))))..))))(((.(((............)))))),-25.600000381469727,140,420,420,9396,45,1,414
1055,.........((((((..(((.........))))))..((((..(((((((.(((...(((......))).))).....(((()))....))))((((.))))....))))....................)))))))...,-19.269999980926514,.....((((((((((..(((....)))..))))).)))))...(((((((.((....))((((.((((....)))))))).(((......)))..(((((((........))).))))............)))))))...,-37.70000076293945,140,441,441,9784,87,1,457
1056,...((((((.......(((((..........))))).....((......))...((((........(((......)))..((((.......))))....)))).....)))))).......(((.....)))........,-20.920000314712524,((((.((..((.(((.(.(((((......(((((((((((...((((((....))))))......)).)))))..))))))))).))))))..)).))))............((((.(((.(((.....)))))).)))),-36.599998474121094,140,468,468,11049,82,1,537
1057,..........((((...................))))....((((......)))).......................(((((((.............))))(((......))).(((((............)))))))),-12.520000219345093,..(((.(((((((((.((........................)).)))))..)))).)))....(((...............))).(((.(((......))).)))......(((((.((.........)).)))))...,-22.0,140,455,455,10848,58,1,475
1058,.((....))..............((((......((((...))))..................(((((((.....)))))))......))))..........(((.(((((.........((...)))))))...)))...,-18.959999948740005,...(..(((((.....)))))..)....((((.(((((((((((((....((((((((((..((((((((...))))))))....)))..))).)))).))))))))).....)))).))))......((((....)))),-42.599998474121094,140,428,428,9107,67,1,416
1059,((((((...))))))...................((((((((()))).......((((............(((((.)))))))))............(((...(((.)))...........))))))))...........,-27.180000066757202,...((((.((((((..(((..(((.............((((.((((...))))..)))).....((.(((.(.((((((..((.........))..)))))).)))).)).....)))..))))))))))))).......,-34.79999923706055,140,421,421,9161,41,1,380
1060,...((((......(((((.........................)))))....(((((((.................)))))))...(((..........))).........)))).............((......))..,-14.059999898076057,......(((....(((((...((.((((...))))...))...)))))((((((((((((((.(.((((((..((....))..)))))).).)))..))..))))))))))))((((..((((((.....)))))))))),-29.200000762939453,140,474,474,11311,40,1,448
1061,.....(((((((.....((())).....)))..........(((((........)))))((((((......)).))))........((((...))))..(((.....)))))))((((((.((..))))))...))....,-35.170000076293945,(((.((((..((((.((((.(((.....((((((..(((..(((((........)))))....)))..))))..))...))).)...))).)))).)))))))((....))...((((((.....)))))).........,-40.20000076293945,140,451,451,10321,177,1,600
1062,....((((..................((((....(((((((((((((((..)))).))))).....(((........))))..((((((((...............))).))))......)))).)))))))))).....,-20.45999976992607,(((((......))))).((((((........(((....((((....))))....)))))))))(((((((.............)))))))......((((.(((((((...(((....)))....))...))))).)))),-27.0,140,437,437,9433,30,1,377
1063,......(((((.......(((..((()))((....))).)).((((((............((((......(()))))).....................((())))))...))).((((((((.)))))))))))))...,-20.13999992609024,.........(((...(((((((.((((.(((((....((((.(((.((....)).)))...))))..)).))).))))..............(((.((.(((((....)).))).)).))))))))))..))).......,-34.29999923706055,140,449,449,10191,145,1,509
1064,...............(((....)))...........((((...(((((((......(((..)))).)))........((((((.......))).....))).............((((...)))).))))))).......,-16.799999952316284,.........(((((((((....))))).))))....((((...((((((((((((.(((.......)))...))))).(((((.(...(((..(((((.......))))).)))...))))))...)))))))...)))),-29.899999618530273,140,452,452,9966,50,1,443
