,our_shape_preds,our_preds_mfes,rnalib_shape_preds,rnalib_preds_mfes,seq_length,num_irs,num_variables,num_constraints,num_solver_iters,num_b_n_b_nodes,solution_time_msecs
1065,((((((((..((((((........)))..........((((())))))))))).)))))..........................(((......)))........(((((...........)))))..............,-21.850000023841858,.....(((................)))...((.(((((((((.(.(((..((((((....((((((((((((....)))).))).(((......))).....)))))))))))))).)..))))))...)))))......,-32.70000076293945,140,439,439,9625,73,1,437
1066,.....(((......((((.(((((.((((...)))......(((((((((..))))..........((((((((.)))).)))..((((((.((((..))))).)))).)))).........))))))..)))))))))),-22.799999594688416,.((((((.((((((((.((((((((((.....((((((....)))))).....)).))))))))...((((...((((((.((((((...))))))..))))))....))))..))))))....)).)))))).......,-41.400001525878906,140,419,419,9102,53,1,408
1067,........((((..((..(((.))...)))))))..(((((............(((())))).....((((.(((((((...))))...((((((...)))..))).........))))))).............)))).,-20.580000162124634,......(((((..((((.(((((((((((((((.(((((((.((((......)))).))))).)).))).....)))..)))))..))))))))..)))))...(((((..(((.......)))..))))).........,-45.0,140,442,442,9770,147,1,528
1068,((((.(((......)))...(((((........((((((.)))))))))(((((......)))))...((((.....................)))).((((((..))).......)))....))))))...........,-28.060000419616703,((((.(((......)))...((((((((((...)))))..))))))))).((((((((...(((.(((((((((((((.....))))))....)))).(((.....)))...))).)))...))).))))).........,-37.599998474121094,140,454,454,10391,162,1,551
1069,................((((....))))............(((((................(((.))))))))............(((((((())).............((((.))))))))).................,-16.09999990463257,................((((....))))............(((((...(((((((...)))))))))))).........((((.(((((((((.((((.((......)).)))))))))..)))).))))..........,-27.899999618530273,140,458,458,10477,51,1,443
1070,............................((((((.....((((((..)))))).........))).....)))(((...(((((((((((((............))).))))).......))))))))............,-25.700000323355198,..............(((((..(((.......))).(((((.((.((.((.(((((........))))).))..)).)).)))))((((((((..((((....((((.....)))))))).))))))))..))))).....,-36.29999923706055,140,428,428,9292,72,1,447
1071,......((((...(((.......))).........(())))..)).......((((((..................))))))....................(((((((((..............))))....)))))..,-11.600000023841858,.....((((...(((((.....((((((.((((.......)))).))).((.((((((...(((.........)))))))))))........((((..((.....))..))))........)))..))))).))))....,-25.0,140,480,480,11867,45,1,483
1072,..(((((((.....))))...((((.......)))...........((((....))))..................((((((.....))))(((((((....)))..........))))))...))))............,-18.979999855160713,.....((((.....))))(((((....(((((((((((((((...)))))).)))..)))))).......((((((((..((....(((((...)))))))..)))).)))).....((((........)))))))))..,-28.700000762939453,140,442,442,10041,103,1,475
1073,......(((.....)))................................(((((((((.....((((((.......))))...............(((.((())).)))....))))))................))))),-11.279999926686287,(((..((((((((((((((.(((........)))..))))))))))((((....))))(((..((((((......(((.((.(((((.((((...))))))))))))))....))))))...)))....)))))))....,-31.299999237060547,140,483,483,11846,50,1,531
1074,.........((((.((((................(((((.))))....)))).......(((((...))..))).................(())))).)).......(((((....)))))..................,-18.369999885559082,.........((((.(..(((.............)))..).))))....(((..(((...(((((...))).))....))))))(((((((((((((...))))).....((((....))))))))))))...........,-27.5,140,456,456,10366,52,1,456
1075,...((((((.((((......(((((((..................((((.........)))))))......)))).......((((............))))))))(((((........)))))).....))))).....,-28.859999537467957,((((((..((((..((((...........(((((......)))))(((((((.((.((...)).)))))))))....))))..))))......))))))...((..(((((...................)))))..)).,-39.5,140,462,462,10504,117,1,561
1076,..........................((((((......(((((.........(((((..((((.........))))).)))))).......(((((..)))))))))..((((............))))...)))))...,-15.200000166893007,..(((.((((...............))))))).(((((....)))))..((((((((......((((..((((........))))......(((((......)))))...........)))).....)))))))).....,-22.899999618530273,140,461,461,10701,48,1,474
1077,....((((.((((.........(((((......(((((....(((((...))))....)))))............(((((((.)))))))).))))...(((...((((.)))).))))..))).......)))))....,-36.269999384880066,........(((((..((((......((((((.(.((((....(((......)))....)))).....).)))))).(((((..((....))..)))))..(((..((((......))))..))).))))..)))))....,-39.900001525878906,140,436,436,9742,137,1,545
1078,.((((((....((((.......((((...(((..))))....((((.))).....(((((((.)))....((((())))..)))))))))...))))..................((((.....)))).....)))))).,-22.580000072717667,.((((((....((((((.((.....((((((((........(((((.(((.(.(((((.....))).)).).))))))))..((((.....)))).......))))))))...))))))))((((....)))))))))).,-43.0,140,452,452,10429,134,1,503
1079,.((((.....((((((..............((((((..(((((..(((((.......))))))))))))...((((...))))((((.......))))...)))))...))))..(((.........)))...)))))..,-23.649999856948853,..((((...(((((((((..((....(((((((((((..((.....))..))))(((.(((((.........((((...))))..))))).))).....)))))))....))..))).....))))))...)))).....,-31.700000762939453,140,462,462,10642,115,1,508
1080,..(((((....(((((......))))).....................(((((((((.......(((.............(((....)))))))..(((((......)))))...)))))........)))))((()))...))),-19.05000013113022,(((((((....(((((.(((((....)))))))))).(((((....)))))..(((.((((((((((.(((..((((.((.....)).))))..))).)))))).)).)).))).))))).))..........(((......))),-33.599998474121094,145,454,454,9834,80,1,469
1081,...((((..((((........)))).)))).((((........((((...................(((((((........)))).......((((........(((...)))))))))))..)))))))...............,-16.759999997913837,..........(((((....((.((((((.(((((((((((((((....))))))))....)))...(((((((..........((((......((((....)))).....)))))))))))..)))))))))).))..)))))..,-31.600000381469727,145,500,500,12290,93,1,568
1082,....(((.....)))...(((((........((((((........((((.))))))..................)))))....((((.....))))............................((((...))))..))))....,-21.270000100135807,....((((((.(.(((((((((.....((((((((((.............))))))))))(((((((.((((.((((((.((.((....)).)).)))))).))))...)))))))..)))))))...)).).))))))......,-50.400001525878906,145,438,438,9804,124,1,507
1083,.((((.((((...)))).....((((......((((((((..........))))......))))...)))).(((((..))(((((((...((((....))).......)))).....((((.)))))))).)))))))......,-29.610000014305115,((....))(((((((((......(((.(((...(((((.(((........))))))))((.(((...(.(((((.(((.(((((...)))))))).))))))))).))))).))).((((((.....))))))..)).))))))),-53.0,145,495,495,12088,216,1,663
1084,...(((((((...((((((.....))))))...........(((((........)))))....((((.((((((((..............)))))))................))))))))......))))..............,-15.29000011086464,..........((((((.(((((........(((((.....))))).........))))).))))))..(((((((..(((((.....(((.((.....)).))).....))))))))))))......((((..........)))),-29.0,145,547,547,16246,12,1,687
1085,...................((((((((((((((.((..))))))...............))))).........))))).............((((((.....................((())))))........))).......,-18.429999828338623,...........(((.(((((((..(((((((((.((......)).))).)))))).)).))))).)))...............(((....(((((((...(((...............)))))))))).....))).........,-28.299999237060547,145,439,439,9359,50,1,418
1086,..(((((.....(((((............((((((.....))))))...((((((..........((((....)))).....)))))..(((((...((((((.)))))).((((.)))))....))))))))))))))).....,-43.09000062942505,(((.(((((....)))))..................(((.(((.(((((.(((.((.(((((...))))))).))).))))).))).)))((((...((((((...(((..((....))..))).))))))....)))))))...,-55.0,145,507,507,13184,250,1,724
1087,((.(((((...)).(((((((((((((...((((((......))))))))))).....((((((((...))))))))...................))))...(((()))).))))...(((...)))............))))),-36.85999933630228,...(((((.((((.((((((((((((((((...........))))))))))))(((.....))).(((((.....)))))..((((((((........).)))))))))))))......(((...)))..........))))))),-53.599998474121094,145,507,507,13085,352,1,1050
1088,.....(((((...((((..(((((((..))))))).....((((.....(((((.......(((............))))))))).....))))......((((....((((())))))))).........))).))))).....,-19.65999998152256,.(((((...((..((((((((((((((((((((.....))))..........(((....)))........)))))))....)))))....))))..))..))))).(((((((((((..(.......)..)))).))))).))..,-34.5,145,482,482,11174,155,1,580
1089,.......(((((....((((()))))................(((((......)))))(((....................((((.............(((((((.))).....((())))))).......))))))).))))).,-22.490000426769257,..........(((.(.(((((.(((....(((.((......)).)))..))).)))))).))).............((.((((..((((.........(((((((.(((.....))))))))))........))))..)))).)),-34.5,145,492,492,11516,73,1,526
1090,.....((((........((((...........(((((........(((......)))...((((...........(((.....)))..........)))).)))))))))((.))))...))......((((.....))))....,-22.869999766349792,....(((.(((.((...((((...........(((((.(((....(((((..((((........)))))))))....(((.((((....)))).))).)))))))).......))))...))...))).))).............,-33.29999923706055,145,468,468,10393,129,1,517
1091,...((((((((((.......))))...((((...............((((((....))))...))))))((((...(((((.........)))).((((((............)))))).....)))))))))))..........,-31.039999842643738,.(.((((((((((.......))))(((((....))))).((((..(((((((.((.....)).)))))))....))))...(((......((((.......))))....))).)))))).)((((...)))).............,-39.400001525878906,145,463,463,10482,97,1,496
1092,............(((((....(((....((((((((....)))..((((..............((((.....))))........)))))......((((..))))))))....))))...)))).....................,-8.189999967813492,...(((((((...((((.(((((....(((((....((((((((((((......))...)))))))))))))))...)))))..))))))))))).....((((.......((((((.((((....))).).))))))..)))).,-33.20000076293945,145,468,468,11155,16,1,452
1093,..........(((........)))...........(((...........(((((((((.((()))).)))......))))).(((((((....))).)))))))..........((((..(((...)))))))............,-23.87000024318695,...((..((((((((....(((..((((...((((((..((((....))))..))...)))).))))(((((.((.((((..(((((((........))))))).)))).))))))))))...))))))))..))..........,-40.29999923706055,145,498,498,11912,98,1,599
1094,....((((....(((((((.......))))....(((((((..((((....))))(((((((.........((())))))).(((((...)))))))))).((())))).)))......(((((....)))))....))))))).,-25.379999972879887,........(.(((((.......).)))).)....(((((....((((....))))((((((((..(....)..)))))))).(((((...(((....)))....)))))..(((((..((((((....)))))))))))))))).,-33.099998474121094,145,480,480,11622,36,1,457
1095,..((((......((((..((((....))))...)))).))))....(((((((((....(((((..(((((((((.....))))..........))))..(((...)))))........))))).))))))))............,-21.330000452697277,............((((..((((...........)))).))))....((((.(((.(((((((((((((.....)).....(((((...((...(((.....)))...)).)))))....))))))).))))))))))).......,-37.29999923706055,145,483,483,11357,143,1,610
1096,.......(((.....((((((((...((((..((((()))).))))....((()))))...)))..(((.)))).....(((.....)))((((...)))).)))...(((.......((((.)))....)))).....)))...,-19.259999968111515,.......(((....)))((.(((((((((....(((((.....)))))....))))......(((((((.((((.(((.(((.....)))))).))))....)))..)))).......((((........)))).))).)).)).,-37.5,145,464,464,10312,139,1,497
1097,.....((((......)))).......((((.......((((.(((((((((............))))).((((..(((())))....)))).((......))))))...)))).......................)))).....,-25.729999840259552,.((((((.((((......)))).))))))........((((......((((...((((....)))).....(((.((((.......((....)).....)))).)))..(((((......)))))..)))).....)))).....,-42.70000076293945,145,482,482,11379,253,1,708
1098,((((..........(((((.((((..(((.....(((((..)))).(((.........((((....))))))...((((.....))))..))))).)))).))))).(((......))))))).((((............)))).,-19.87999987602234,..(((((((...))))))).((((..(((((((((((.((.(....).)).)))))))).....((((.(((.(((((........(((...))))))))..)))..))))((((((......)))))).))).)))).......,-43.400001525878906,145,476,476,11425,129,1,567
1099,...(((((...((((........)))).................((((((...........))))).....))))))......((((.............))))..(((............))).....(((.....))).....,-17.690000236034393,(((((((((.((((((.(((..........)))..))))))..(((((((.((((............)))))))))))....((......)))))))).)))....((((((....)))))).......(((.....))).....,-31.600000381469727,145,477,477,11331,69,1,519
